inputs,target
That's too bad. The beach is one of my favorite places to go with my family. @ I can understand that. Do you have any hobbies that you like to do on the beach?,"Yeah, I wish I could go more often, but it's hard to get away from work."
"Lizards are cool, but I don't think I could have handled it if it was a snake. @ I would love to see a gecko or a lizard in person, but they scare the crap out of me.",I love them. They are so cool. I wish I could see one in person.
I love them. They are so cool. I wish I could see one in person. @ Geckos scare me too. I think it would be cool to have one as a pet.,"I would love to see a gecko or a lizard in person, but they scare the crap out of me."
"I would love to see a gecko or a lizard in person, but they scare the crap out of me. @ I think they would make great pets, but I don't know if I could handle one that big.",Geckos scare me too. I think it would be cool to have one as a pet.
"Yeah, they are pretty big. I'm not sure I could keep one as an pet either. @ Yeah, that's true. I guess it depends on how much you want to take care of them.","I know they can live to be 20 years old, but that seems like a long time to me."
That's pretty cool. Do you have a favorite time of year? I love the sunrise. @ I like it too. It's so peaceful and relaxing. What's your favorite thing about it?,I love it too! It's the best time of the year. It's so peaceful.
"Me too! The smell of fresh air is one of the best things in the world. @ I know, right? It's a great way to start the day off the right way.",It really is. It's one of my favorite things to do in the mornings before I go to work.
That's too bad. I have a cat and a dog. What kind of dog did you have? @ I love Labradors! I had one growing up and he was a great dog.,I had a labrador retriever. He was the best dog ever.
I had a labrador retriever. He was the best dog ever. @ Labs are great dogs. They were bred to retrieve shot waterfowl.,I love Labradors! I had one growing up and he was a great dog.
I like playing video games as well.  I also like to read.  What is your favorite genre of video games? @ I play on the Playstation 4.  Do you have a favorite game that you play?,I'm a big fan of first person shooters. Do you play on PC or console?
Thank you! We've been together for a year and a half. I wish you the best of luck! @ You're welcome! I'm sure she'll love it. What are you proposing to her?,Thank you so much! I can't wait to see her face when I get the ring.
"I've never had a dog, but I've always wanted one. Do you have any other pets? @ That's too bad. Cats are great pets, but they can be a lot of work.",I don't have any pets at the moment. I used to have a cat though.
"That's too bad. Cats are great pets, but they can be a lot of work. @ I like to play video games and watch movies. I also like to read. What about you?","They can be, but it's worth it in the end. What do you like to do for fun?"
I'm sorry to hear that. I'm sure he had a great life with you though. @ That's great to hear! I'm glad you were able to give him the best life you could.,"Thank you. He did have a good life. He lived a long, happy life."
It's never too late to do it now! You should give it a try. @ That's a great attitude to have! I'm sure you'll do just fine. I believe in you!,I think I will. I just need to get over my shyness and get over it.
You're very welcome! I wish you the best of luck in your future endeavors! @ I'm sure you'll do great! Just keep your head up and don't give up!,"Thank you very much, I appreciate it. I know I can do it, I just have to keep my head up."
"Yes, I have two dogs and a cat. I also have a parrot. @ I have an African grey. They are very intelligent and social birds. They make great pets.",I love parrots! I have a cockatoo myself. What kind of bird do you have?
"My girls are 10 and 13. They are a handful, but I wouldn't trade them for the world. @ I like to take them to the park and play with their toys. What about you?",I can't wait to have kids of my own. What do you like to do for fun?
I can't wait to have kids of my own. What do you like to do for fun? @ I like to play with toys too. I also like to go to the beach.,I like to take them to the park and play with their toys. What about you?
